city,timestamp,temperature,season
New York,2010-01-01,-4.151419299667926,winter
New York,2010-01-02,0.45543174685569016,winter
New York,2010-01-03,1.5904720725651846,winter
New York,2010-01-04,8.698960145664449,winter
New York,2010-01-05,-8.782749220025002,winter
New York,2010-01-06,8.4100944435464,winter
New York,2010-01-07,-7.209849761749983,winter
New York,2010-01-08,5.915073889060158,winter
New York,2010-01-09,-3.7381631371794235,winter
New York,2010-01-10,-5.684252311606082,winter
New York,2010-01-11,-16.52838812023682,winter
New York,2010-01-12,-5.21146300870025,winter
New York,2010-01-13,-2.7610052037714947,winter
New York,2010-01-14,-5.097023564585221,winter
New York,2010-01-15,9.834269148092288,winter
New York,2010-01-16,-0.3704468909005903,winter
New York,2010-01-17,-7.43796588894719,winter
New York,2010-01-18,-4.488290029222198,winter
New York,2010-01-19,-3.4358632201840225,winter
New York,2010-01-20,-1.3650344409245636,winter
New York,2010-01-21,3.323961828489457,winter
New York,2010-01-22,9.365826969996176,winter
New York,2010-01-23,-0.6139003037610131,winter
New York,2010-01-24,-5.426927477274091,winter
New York,2010-01-25,0.2611021217559602,winter
New York,2010-01-26,0.7164567263095551,winter
New York,2010-01-27,1.3704683852516444,winter
New York,2010-01-28,3.046009952930236,winter
New York,2010-01-29,-1.3348964520501343,winter
New York,2010-01-30,-1.3856412779647587,winter
New York,2010-01-31,-0.7442345994921379,winter
New York,2010-02-01,6.075615723300475,winter
New York,2010-02-02,-1.5028328993489117,winter
New York,2010-02-03,2.953523992293518,winter
New York,2010-02-04,4.10145952636325,winter
New York,2010-02-05,-6.574800231166212,winter
New York,2010-02-06,-6.906971155863513,winter
New York,2010-02-07,1.593499146156287,winter
New York,2010-02-08,5.24468103750562,winter
New York,2010-02-09,4.446256209351524,winter
New York,2010-02-10,11.66616344343556,winter
New York,2010-02-11,-0.6701958848537326,winter
New York,2010-02-12,4.467327417199021,winter
New York,2010-02-13,2.1312979878012768,winter
New York,2010-02-14,3.8568478640347155,winter
New York,2010-02-15,1.616453424197515,winter
New York,2010-02-16,-1.6404753229181273,winter
New York,2010-02-17,-4.691891507731936,winter
New York,2010-02-18,-0.6428867999455751,winter
New York,2010-02-19,-3.5281837538818692,winter
New York,2010-02-20,5.634514137865205,winter
New York,2010-02-21,-4.945323360531079,winter
New York,2010-02-22,-10.639577693149619,winter
New York,2010-02-23,3.740853208545829,winter
New York,2010-02-24,1.929639810957826,winter
New York,2010-02-25,-4.817005291153453,winter
New York,2010-02-26,2.7487106541126476,winter
New York,2010-02-27,-7.406635217161092,winter
New York,2010-02-28,2.0010826779491104,winter
New York,2010-03-01,15.273459409266483,spring
New York,2010-03-02,11.2966390139761,spring
New York,2010-03-03,10.675576532460385,spring
New York,2010-03-04,8.776134851218254,spring
New York,2010-03-05,5.917606726708643,spring
New York,2010-03-06,7.986713692164509,spring
New York,2010-03-07,22.13841831421622,spring
New York,2010-03-08,6.317870342665126,spring
New York,2010-03-09,9.760640520170385,spring
New York,2010-03-10,11.430262656350065,spring
